datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,Weekday Name
12/17/2014,3,3.67,3.5,28,17,2,8,0,2014,12,276,Wednesday
12/18/2014,5,3.67,3,26.6,9,0,0,0,2014,12,276,Thursday
12/19/2014,0,0,0,0,0,0,0,0,2014,12,276,Friday
12/20/2014,1,3.66,2,31.3,9,0,0,3,2014,12,276,Saturday
12/21/2014,4.33,4.33,2,52.5,6,0,10,1,2014,12,276,Sunday
12/22/2014,3.34,4.68,2.284,19.6,43,1,13,4,2014,12,276,Monday
12/23/2014,10.5,3,4.6,40.4,13,2,15,0,2014,12,276,Tuesday
12/24/2014,1,3,1,41.6,16,0,2,2,2014,12,276,Wednesday
12/25/2014,8.34,2,9.5,31,16,0,2,2,2014,12,276,Thursday
12/26/2014,3.33,4.01,3,30.7,25,1,0,0,2014,12,276,Friday
12/27/2014,7.33,5.34,4.4,39,26,0,9,3,2014,12,276,Saturday
12/28/2014,2.34,10.76,3,80.4,15,0,13,1,2014,12,276,Sunday
12/29/2014,2.33,3.66,4,40,5,1,2,0,2014,12,276,Monday
12/30/2014,9,5.63,3.8,51,18,0,5,2,2014,12,276,Tuesday
12/31/2014,5.67,6.33,2.5,41.08,14,3,10,1,2014,12,276,Wednesday
1/1/2015,0,0,0,0,0,0,0,0,2015,1,276,Thursday
1/2/2015,6,5.33,4.9,50.8,13,0,6.25,2,2015,1,276,Friday
1/3/2015,9,4.67,6,57.24,11,3,0,4,2015,1,276,Saturday
1/4/2015,4.68,8.92,3.5,60.1,4,0,2,1,2015,1,276,Sunday
1/5/2015,2.34,3.32,1,33.6,14,0,16,3,2015,1,276,Monday
1/6/2015,3,9.37,7.3,42,13,0,3,0,2015,1,276,Tuesday
1/7/2015,0,0,0,0,0,0,0,0,2015,1,276,Wednesday
1/8/2015,2,7.077,1.2,46.4,13,1,1,2,2015,1,276,Thursday
1/9/2015,3,4.34,9.4,36.2,33,2,7,2,2015,1,276,Friday
1/10/2015,6,5.864,7,32.6,14,3,1,1,2015,1,276,Saturday
1/11/2015,3,7.34,7,43.6,11,1,11,2,2015,1,276,Sunday
1/12/2015,2.33,3.34,7.5,36.6,18,0,6,1,2015,1,276,Monday
1/13/2015,10.34,4.66,10,34,14,2,4,2,2015,1,276,Tuesday
1/14/2015,3,3.34,5,23,20,0,1,0,2015,1,276,Wednesday
1/15/2015,6.67,3,1,55.25,13,0,15,2,2015,1,276,Thursday
1/16/2015,6.33,5.99,3.8,43,16,2,6,2,2015,1,276,Friday
1/17/2015,6.68,5.68,7,19.2,18,0,0,0,2015,1,276,Saturday
1/18/2015,4,4.34,4.5,20.4,16,0,0,2,2015,1,276,Sunday
1/19/2015,5.34,2.68,1.1,32,12,0,20,2,2015,1,276,Monday
1/20/2015,4.34,0.33,6,38,24,1,4,1,2015,1,276,Tuesday
1/21/2015,4,1,2,37.45,17,1,0,1,2015,1,276,Wednesday
1/22/2015,4,1.34,4,21.4,19,0,0,1,2015,1,276,Thursday
1/23/2015,3.67,4.728,8,30,14,0,7,2,2015,1,276,Friday
1/24/2015,4.34,3.33,9.2,49.7,31,0,22,1,2015,1,276,Saturday
1/25/2015,4,1.13,1.9,38,11,1,5,0,2015,1,276,Sunday
1/26/2015,8.5,4.67,4,34.4,15,0,13,0,2015,1,276,Monday
1/27/2015,2.67,6.33,1,20,14,0,0,0,2015,1,276,Tuesday
1/28/2015,3,5.34,3,32,18,3,5,3,2015,1,276,Wednesday
1/29/2015,4.34,5.71,8.7,24.4,16,3,11,3,2015,1,276,Thursday
1/30/2015,1,1.068,1,20.5,19,1,0,0,2015,1,276,Friday
1/31/2015,8.34,6.112,5,32.4,12,0,11,2,2015,1,276,Saturday
2/1/2015,4.34,7.35,7,35.6,7,1,0,1,2015,2,276,Sunday
2/2/2015,6,4,5.1,20.9,14,0,3,2,2015,2,276,Monday
2/3/2015,3.33,3,6.2,24.2,18,0,6,5,2015,2,276,Tuesday
2/4/2015,2.34,2.67,2.4,38.8,6,0,12,0,2015,2,276,Wednesday
2/5/2015,2,5.57,3,24.85,12,0,2,1,2015,2,276,Thursday
2/6/2015,3.33,3.33,7.3,23,7,1,13,1,2015,2,276,Friday
2/7/2015,2,5,1.9,33.6,9,0,0,2,2015,2,276,Saturday
2/8/2015,1.34,7.759,5.7,29.9,8,0,0,0,2015,2,276,Sunday
2/9/2015,3.33,3.54,9.6,20.7,8,1,0,1,2015,2,276,Monday
2/10/2015,3.66,8.67,7,33,11,0,6,3,2015,2,276,Tuesday
2/11/2015,3,5.14,3.6,48.5,16,0,20,2,2015,2,276,Wednesday
2/12/2015,3,4,6,23.82,11,1,5,0,2015,2,276,Thursday
2/13/2015,6.01,4.23,7,29.6,11,1,22,1,2015,2,276,Friday
2/14/2015,4.33,1.736,6.7,29.2,13,1,5,4,2015,2,276,Saturday
2/15/2015,11.68,2.33,4.3,38,7,0,7,2,2015,2,276,Sunday
2/16/2015,3.01,3.75,4,40.1,4,0,10,0,2015,2,276,Monday
2/17/2015,5.33,8.693,4,36.2,3,0,6,1,2015,2,276,Tuesday
2/18/2015,1,2.66,1.33,36.212,4,0,11,0,2015,2,276,Wednesday
2/19/2015,2,3.332,4,36.7,2,2,6,3,2015,2,276,Thursday
2/20/2015,5.33,4.66,0.5,27,5,0,25,6,2015,2,276,Friday
2/21/2015,3,5.347,4.8,57,9,0,0,3,2015,2,276,Saturday
2/22/2015,2,4.34,2,50.6,7,0,11,1,2015,2,276,Sunday
2/23/2015,5,3.16,7.5,55.4,9,0,20,0,2015,2,276,Monday
2/24/2015,3.68,3.34,6.2,22.07,11,0,11,2,2015,2,276,Tuesday
2/25/2015,7,6.33,6.1,24,8,0,2,2,2015,2,276,Wednesday
2/26/2015,6,2,2,36.7,13,0,1,1,2015,2,276,Thursday
2/27/2015,6.33,4.473,5,51,1,1,0,0,2015,2,276,Friday
2/28/2015,6.34,3.33,1.6,26.6,9,0,4,3,2015,2,276,Saturday
3/1/2015,9,7.893,2.7,25.9,3,4,0,4,2015,3,276,Sunday
3/2/2015,6.67,4.68,3.5,40.7,6,1,2,3,2015,3,276,Monday
3/3/2015,8,6.03,4.5,45.6,14,0,1,4,2015,3,276,Tuesday
3/4/2015,9.68,5.67,3.3,46.85,4,0,11,1,2015,3,276,Wednesday
3/5/2015,6,2.33,3,35,2,0,0,0,2015,3,276,Thursday
3/6/2015,2,2.67,6,19.8,4,0,1,1,2015,3,276,Friday
3/7/2015,3.33,1,1,2,0,0,0,0,2015,3,276,Saturday
3/8/2015,6,3.397,2.4,55.4,9,0,2,1,2015,3,276,Sunday
3/9/2015,2,3,5,32.7,10,0,1,1,2015,3,276,Monday
3/10/2015,1.34,3.66,5,40.4,6,0,6,3,2015,3,276,Tuesday
3/11/2015,11,5,3.2,32,9,0,4,0,2015,3,276,Wednesday
3/12/2015,2.68,6.387,6.1,19,5,0,2,3,2015,3,276,Thursday
3/13/2015,4,3.33,6.7,63.4,11,2,1,0,2015,3,276,Friday
3/14/2015,2.66,4.33,4,39.1,9,0,9,3,2015,3,276,Saturday
3/15/2015,3.34,4.16,3,41,3,0,12,3,2015,3,276,Sunday
3/16/2015,8,3.01,4.9,46.8,8,0,0,1,2015,3,276,Monday
3/17/2015,5,3,4.6,28.8,9,1,2,0,2015,3,276,Tuesday
3/18/2015,7.33,2,5.3,24.4,5,0,20,2,2015,3,276,Wednesday
3/19/2015,2,2.33,1.5,31,7,0,15,0,2015,3,276,Thursday
3/20/2015,1,7,3,38.6,13,1,5,1,2015,3,276,Friday
3/21/2015,10.33,3.34,3,41.6,4,0,6,2,2015,3,276,Saturday
3/22/2015,8.34,6.67,2,43.2,9,0,10,0,2015,3,276,Sunday
3/23/2015,2,4.34,7,28,5,0,0,2,2015,3,276,Monday
3/24/2015,4,5.472,5.2,22.4,8,2,9,4,2015,3,276,Tuesday
3/25/2015,3.68,8.66,6.4,17.6,10,2,13,1,2015,3,276,Wednesday
3/26/2015,5,1.747,3,51.4,10,0,6,5,2015,3,276,Thursday
3/27/2015,3,2.67,2,27,3,0,22,1,2015,3,276,Friday
3/28/2015,1.33,3.056,3,50.5,6,0,0,2,2015,3,276,Saturday
3/29/2015,6,5.727,2.3,35.5,7,0,8,2,2015,3,276,Sunday
3/30/2015,6.33,4.827,10,25.7,4,0,0,0,2015,3,276,Monday
3/31/2015,5,2,11.2,33.5,5,0,2,4,2015,3,276,Tuesday
4/1/2015,6.34,1.33,1,24.8,7,2,5,1,2015,4,276,Wednesday
4/2/2015,5,3.99,5.4,35.07,3,0,3,5,2015,4,276,Thursday
4/3/2015,5.33,2.32,4,34.2,12,0,0,4,2015,4,276,Friday
4/4/2015,3.67,4.33,6,43,7,1,5,6,2015,4,276,Saturday
4/5/2015,3.34,5.01,4.5,31.6,4,0,0,1,2015,4,276,Sunday
4/6/2015,7.33,3.33,5.3,32.9,4,0,3,2,2015,4,276,Monday
4/7/2015,6,3.66,6.7,25,8,0,8,1,2015,4,276,Tuesday
4/8/2015,4,2.33,3,18,11,0,10,4,2015,4,276,Wednesday
4/9/2015,1.33,6,8,22.2,8,0,6,1,2015,4,276,Thursday
4/10/2015,9.84,6.505,4,65.6,5,2,8,5,2015,4,276,Friday
4/11/2015,11.68,3,3.4,26,9,0,5,6,2015,4,276,Saturday
4/12/2015,0,0,0,0,0,0,0,0,2015,4,276,Sunday
4/13/2015,6.67,1.34,7,25.2,5,0,3,7,2015,4,276,Monday
4/14/2015,4.66,6.01,7,41.8,5,0,5,2,2015,4,276,Tuesday
4/15/2015,2,2.33,3,29.25,15,0,0,2,2015,4,276,Wednesday
4/16/2015,2.34,1,7.2,30.6,7,0,9,4,2015,4,276,Thursday
4/17/2015,9.33,3.66,3,29.65,6,0,1,5,2015,4,276,Friday
4/18/2015,7.33,3,1,31.3,1,0,1,4,2015,4,276,Saturday
4/19/2015,9.32,5.528,3.8,36.5,3,0,0,2,2015,4,276,Sunday
4/20/2015,3,5.043,3.7,38,13,0,1,3,2015,4,276,Monday
4/21/2015,6.33,1,2,35.2,9,0,0,6,2015,4,276,Tuesday
4/22/2015,1.33,4.627,3.2,32,3,0,1,2,2015,4,276,Wednesday
4/23/2015,4,1,1,28.2,8,0,1,4,2015,4,276,Thursday
4/24/2015,10,1,4,30,5,0,1,5,2015,4,276,Friday
4/25/2015,5,3.165,8,38.1,3,0,1,3,2015,4,276,Saturday
4/26/2015,7,6,3,37.6,5,0,1,1,2015,4,276,Sunday
4/27/2015,3,0.78,4,43,10,0,0,10,2015,4,276,Monday
4/28/2015,4.33,4.67,3.1,15.2,7,0,5,6,2015,4,276,Tuesday
4/29/2015,2,0.43,4.2,27.6,2,0,11,3,2015,4,276,Wednesday
4/30/2015,3,8.727,2.6,32.6,7,0,3,7,2015,4,276,Thursday
5/1/2015,5.34,1.68,4.94,11.4,4,0,0,4.7,2015,5,276,Friday
5/2/2015,5,3.66,3,47.8,6,2,0,5,2015,5,276,Saturday
5/3/2015,6.67,1.066,2.1,19.2,4,0,1,6,2015,5,276,Sunday
5/4/2015,4,4.723,8.6,36,5,1,10,3.3,2015,5,276,Monday
5/5/2015,3.34,3.462,2,19,6,0,5,2.5,2015,5,276,Tuesday
5/6/2015,4.66,6.497,2,40.2,11,0,0,6,2015,5,276,Wednesday
5/7/2015,2,3.34,2,21,4,1,5,10,2015,5,276,Thursday
5/8/2015,1,6.34,5,16,8,0,4,1,2015,5,276,Friday
5/9/2015,3.66,4.34,7.4,21,11,1,1,6,2015,5,276,Saturday
5/10/2015,3.34,5.427,3.8,13,3,0,1,10,2015,5,276,Sunday
5/11/2015,3.33,6.66,5.9,21,3,0,6,4,2015,5,276,Monday
5/12/2015,7.33,1.99,8.2,22.95,13,0,0,8,2015,5,276,Tuesday
5/13/2015,8,3.44,9,28.4,5,0,2,4.5,2015,5,276,Wednesday
5/14/2015,3,5.067,3,14,1,0,0,5,2015,5,276,Thursday
5/15/2015,3.34,6.53,4.3,48.4,8,0,4,3.2,2015,5,276,Friday
5/16/2015,5,4.066,4.1,40.4,4,0,0,4,2015,5,276,Saturday
5/17/2015,5,3.33,5,23.2,0,0,0,8,2015,5,276,Sunday
5/18/2015,7,2.713,5.2,21.4,6,1,2,2.2,2015,5,276,Monday
5/19/2015,3,1.66,3,20,8,0,0,3,2015,5,276,Tuesday
5/20/2015,5.67,6.465,2,17,12,1,5,6,2015,5,276,Wednesday
5/21/2015,6,1.957,3,10,5,0,1,3.3,2015,5,276,Thursday
5/22/2015,3,0.198,2,15,8,0,0,7,2015,5,276,Friday
5/23/2015,5.68,2.69,5,23.45,10,0,2,7,2015,5,276,Saturday
5/24/2015,5.33,7.769,3,20,5,0,0,1.3,2015,5,276,Sunday
5/25/2015,9.66,3.33,4,30,11,3,0,3,2015,5,276,Monday
5/26/2015,7.34,3.34,4.5,27,11,0,22,10,2015,5,276,Tuesday
5/27/2015,4,2.66,2,24.2,7,0,0,1,2015,5,276,Wednesday
5/28/2015,6,2.33,6.7,17.1,3,0,20,3,2015,5,276,Thursday
5/29/2015,6.33,5.01,3,41.8,6,0,5,3,2015,5,276,Friday
5/30/2015,14,2.68,6,24.5,4,0,4,8,2015,5,276,Saturday
5/31/2015,3,4.697,6.3,31.5,2,0,0,10.5,2015,5,276,Sunday
6/1/2015,4.66,5,2.5,23.55,12,0,2,3,2015,6,276,Monday
6/2/2015,8.33,8,7.9,24,10,4,3,6,2015,6,276,Tuesday
6/3/2015,5,1.66,5.3,30,9,0,6,2,2015,6,276,Wednesday
6/4/2015,2.33,4,3,20,5,0,2,2,2015,6,276,Thursday
6/5/2015,5,0.67,5,13,6,0,1,7,2015,6,276,Friday
6/6/2015,3.68,3.68,2,16,6,0,17,2,2015,6,276,Saturday
6/7/2015,6.34,5.01,2,17,6,1,22,6,2015,6,276,Sunday
6/8/2015,6,5.66,2.5,31,10,1,3,7,2015,6,276,Monday
6/9/2015,3,4,4,26.6,14,0,0,4.6,2015,6,276,Tuesday
6/10/2015,4.34,3.01,8,18.676,6,0,7,2,2015,6,276,Wednesday
6/11/2015,6,2.33,5.1,38.3,11,0,1,3,2015,6,276,Thursday
6/12/2015,1.67,1.66,2,17.5,2,2,0,5,2015,6,276,Friday
6/13/2015,2.33,4.66,7.3,21.4,6,0,12,4,2015,6,276,Saturday
6/14/2015,5,3.67,1.6,14,6,0,3,2,2015,6,276,Sunday
6/15/2015,4,3.36,5,37,9,0,6,9,2015,6,276,Monday
6/16/2015,7,3.34,4,20,6,0,8,5,2015,6,276,Tuesday
6/17/2015,3.66,3.32,8.66,24,10,1,20,2,2015,6,276,Wednesday
6/18/2015,3,5.33,7,24.6,4,0,23,3.6,2015,6,276,Thursday
6/19/2015,5.33,4.01,3.1,24,13,2,10,6.3,2015,6,276,Friday
6/20/2015,9.34,3,3,26.8,5,0,10,7,2015,6,276,Saturday
6/21/2015,9.34,0.68,5,18,5,0,6,2,2015,6,276,Sunday
6/22/2015,5.17,6.99,9.6,29.062,0,0,1,5,2015,6,276,Monday
6/23/2015,4.67,5.67,3.5,19,7,0,5,5,2015,6,276,Tuesday
6/24/2015,3.83,4,7,23.8,5,1,4,3,2015,6,276,Wednesday
6/25/2015,6.33,4.34,6,24.125,4,0,0,3,2015,6,276,Thursday
6/26/2015,7.17,0.33,2,29,3,0,1,4,2015,6,276,Friday
6/27/2015,7.33,3.33,6,36,10,0,1,2,2015,6,276,Saturday
6/28/2015,5.34,4.65,7.4,12,0,0,6,6,2015,6,276,Sunday
6/29/2015,5.68,3.66,4,22,15,0,11,3,2015,6,276,Monday
6/30/2015,1,4.67,6,35,12,0,2,4.3,2015,6,276,Tuesday
7/1/2015,8.83,5.68,5.4,18.25,14,1,12,10,2015,7,276,Wednesday
7/2/2015,3,2,1,23.15,3,0,1,2,2015,7,276,Thursday
7/3/2015,5.5,4.33,3.5,24.5,10,0,8,4,2015,7,276,Friday
7/4/2015,7.35,2.34,4.2,15.2,2,0,0,3,2015,7,276,Saturday
7/5/2015,5,4.34,4.2,14,10,0,1,4,2015,7,276,Sunday
7/6/2015,5.5,4.68,2,20,8,0,3,3,2015,7,276,Monday
7/7/2015,4.84,4.68,2.3,19.6,5,0,3,7,2015,7,276,Tuesday
7/8/2015,2,1.35,3,18.6,6,0,5,3,2015,7,276,Wednesday
7/9/2015,2.34,1.67,2,32.75,4,0,0,5,2015,7,276,Thursday
7/10/2015,5.5,6.34,5,37,15,0,8,6,2015,7,276,Friday
7/11/2015,4,2.33,4.9,45,9,0,2,10,2015,7,276,Saturday
7/12/2015,6.33,5.33,5,25.3,5,0,0,6.5,2015,7,276,Sunday
7/13/2015,3.68,0.66,8,22.55,5,0,0,3,2015,7,276,Monday
7/14/2015,0.34,4.33,5,14,1,0,2,2,2015,7,276,Tuesday
7/15/2015,8.49,1.66,4,20.2,5,0,1,9,2015,7,276,Wednesday
7/16/2015,8.34,3.33,1,18,3,0,2,4,2015,7,276,Thursday
7/17/2015,2.5,1.33,1,28,3,0,0,2.3,2015,7,276,Friday
7/18/2015,3.68,7.38,2,25,8,3,1,3,2015,7,276,Saturday
7/19/2015,11.68,1.68,2,15,1,0,1,3,2015,7,276,Sunday
7/20/2015,5.84,4.67,5,41,4,0,0,2,2015,7,276,Monday
7/21/2015,4.68,1,3.2,14.25,7,0,1,4,2015,7,276,Tuesday
7/22/2015,9.33,0.34,5,22,10,0,5,3,2015,7,276,Wednesday
7/23/2015,1.5,4,3,14,3,0,0,2,2015,7,276,Thursday
7/24/2015,6,6.34,3.6,29.6,9,1,1,10,2015,7,276,Friday
7/25/2015,4,4,5,22,7,1,0,4,2015,7,276,Saturday
7/26/2015,5,2.99,3,29,4,0,0,0,2015,7,276,Sunday
7/27/2015,7.34,3.34,7,24,9,0,0,1.5,2015,7,276,Monday
7/28/2015,14.18,6.02,1,15.2,14,0,1,3,2015,7,276,Tuesday
7/29/2015,10.34,3.34,4,21.378,8,0,2,1,2015,7,276,Wednesday
7/30/2015,3,3.33,14,16.3,3,0,0,4,2015,7,276,Thursday
7/31/2015,5.5,9,6.2,24,8,0,0,6,2015,7,276,Friday
8/1/2015,5,5,4,19,14,0,0,2,2015,8,276,Saturday
8/2/2015,5,6.7,4,15,9,0,0,2,2015,8,276,Sunday
8/3/2015,1.5,2.33,1.5,23,3.5,1,5,1,2015,8,276,Monday
8/4/2015,6.34,2.33,3,23,5,1,0,4,2015,8,276,Tuesday
8/5/2015,5,3.33,4.2,22.2,3.5,0,0,1,2015,8,276,Wednesday
8/6/2015,5.33,1.67,8,35,11,0,3,2,2015,8,276,Thursday
8/7/2015,4.33,4,6,22,9,2,1,6,2015,8,276,Friday
8/8/2015,6.33,5.33,7,22,5,0,0,0.7,2015,8,276,Saturday
8/9/2015,5,3.66,2,21,5,0,2,3,2015,8,276,Sunday
8/10/2015,3.67,5.68,4.2,29,12.5,0,1,5,2015,8,276,Monday
8/11/2015,12.33,6.66,7.4,18.1,10,0,0,4,2015,8,276,Tuesday
8/12/2015,8.67,7.693,4,28.2,9.5,0,1,1,2015,8,276,Wednesday
8/13/2015,8,2,6,23.438,9,0,3,3,2015,8,276,Thursday
8/14/2015,3,4.66,4,16.7,5,0,1,4,2015,8,276,Friday
8/15/2015,3.34,6.34,6,35,14,1,1,1,2015,8,276,Saturday
8/16/2015,2,4.67,2,19.25,4,2,0,2,2015,8,276,Sunday
8/17/2015,8,3,3,33,6,0,0,2,2015,8,276,Monday
8/18/2015,6.01,2.67,3,24,16,0,3,1,2015,8,276,Tuesday
8/19/2015,6.33,2.66,8,28,15,0,3,3,2015,8,276,Wednesday
8/20/2015,3.5,3.68,5,19,6,1,0,0,2015,8,276,Thursday
8/21/2015,6,0.67,3,34,8,1,1,4,2015,8,276,Friday
8/22/2015,2.34,6.736,4,28,6,3,1,6,2015,8,276,Saturday
8/23/2015,8.99,5.33,3,28,8,0,2,2,2015,8,276,Sunday
8/24/2015,8.5,3.66,3.4,45.1,8,0,0,1,2015,8,276,Monday
8/25/2015,2.34,2.67,4,23.5,20,0,1,3,2015,8,276,Tuesday
8/26/2015,2.67,4.02,7.3,27,7,0,1,6,2015,8,276,Wednesday
8/27/2015,9.33,3,4.5,32,8,0,0,3,2015,8,276,Thursday
8/28/2015,7,8.67,1,15.1,12,0,0,3,2015,8,276,Friday
8/29/2015,10.84,10.34,4,23.2,4,3,3,2,2015,8,276,Saturday
8/30/2015,11,6.02,3.5,21,3,0,6,4,2015,8,276,Sunday
8/31/2015,4,9.34,3.4,38,9.5,0,6,2,2015,8,276,Monday
9/1/2015,8.18,2.84,4.4,28.25,8,0,0,3,2015,9,276,Tuesday
9/2/2015,5.33,7,3,31.3,9.5,0,5,5,2015,9,276,Wednesday
9/3/2015,1.34,3.68,2.2,19,13,0,4,2,2015,9,276,Thursday
9/4/2015,3.34,2.68,3.1,20,8,1,1,2,2015,9,276,Friday
9/5/2015,8.83,6.01,3.2,20,10.5,1,6,4,2015,9,276,Saturday
9/6/2015,8.33,9.67,6,23.6,8,1,0,3,2015,9,276,Sunday
9/7/2015,4.34,6.124,2.5,32.8,7,1,5,2,2015,9,276,Monday
9/8/2015,2.67,1.693,5,29.2,4,0,2,4,2015,9,276,Tuesday
9/9/2015,2,3,1,34.7,8,0,2,2,2015,9,276,Wednesday
9/10/2015,6,3.99,4.2,21.2,18,0,2,2,2015,9,276,Thursday
9/11/2015,11.33,5,9,30,9,0,2,2,2015,9,276,Friday
9/12/2015,4.66,7.66,5.2,63.3,6,3,0,2,2015,9,276,Saturday
9/13/2015,7.33,6.165,7.2,25,4,0,11,3,2015,9,276,Sunday
9/14/2015,4.68,5,1,31.3,14,0,0,0,2015,9,276,Monday
9/15/2015,3.33,5.076,4.2,23.8,7.5,0,6,5,2015,9,276,Tuesday
9/16/2015,0.67,4.835,2.2,16.6,6,0,2,1,2015,9,276,Wednesday
9/17/2015,9.83,6.33,0,35.5,3,0,1,2,2015,9,276,Thursday
9/18/2015,3.34,1.33,3,16,4,0,4,3,2015,9,276,Friday
9/19/2015,6.83,0.99,7,37,7,0,4,5,2015,9,276,Saturday
9/20/2015,9.99,3.99,6.5,28.9,15,0,0,2,2015,9,276,Sunday
9/21/2015,2,10,2,46.7,6,0,0,2,2015,9,276,Monday
9/22/2015,6.99,1.33,4,19.5,10,2,5,5,2015,9,276,Tuesday
9/23/2015,6.16,4.056,3.3,34.65,7,0,2,1,2015,9,276,Wednesday
9/24/2015,2.99,4.34,4.2,37.6,7,0,0,0,2015,9,276,Thursday
9/25/2015,4.83,4.98,5.2,25.2,11,0,1,3,2015,9,276,Friday
9/26/2015,12.42,3.33,2.5,33,6,1,7,2,2015,9,276,Saturday
9/27/2015,5.83,3,2.3,10.425,3,1,2,1,2015,9,276,Sunday
9/28/2015,1,1.33,2,15.4,8,0,17,2,2015,9,276,Monday
9/29/2015,6.33,4.363,1,39.7,7,0,0,0,2015,9,276,Tuesday
9/30/2015,5.32,4.33,4,22.5,9,0,0,1,2015,9,276,Wednesday
10/1/2015,9.66,5.99,4,34.562,2,0,5,2,2015,10,276,Thursday
10/2/2015,5,4.726,4,37.3,5,0,5,1,2015,10,276,Friday
10/3/2015,10.34,5.34,3,37.2,7,0,7,2,2015,10,276,Saturday
10/4/2015,7,4,4,59,3,0,16,2,2015,10,276,Sunday
10/5/2015,5,2.373,2.2,70.95,11,1,7,5,2015,10,276,Monday
10/6/2015,5.69,3.66,5.5,42.725,9,1,5,4,2015,10,276,Tuesday
10/7/2015,7.33,2.66,6,44.3,8,0,5,2,2015,10,276,Wednesday
10/8/2015,8.82,4.33,3,30.7,5,0,20,0,2015,10,276,Thursday
10/9/2015,2,2.769,7.6,28.062,13,2,10,2,2015,10,276,Friday
10/10/2015,6.16,5.66,3,46.3,19.5,0,1,0,2015,10,276,Saturday
10/11/2015,10.33,2.792,7.1,70.3,8,0,3,5,2015,10,276,Sunday
10/12/2015,9.66,7.33,6,68.85,12,0,5,3,2015,10,276,Monday
10/13/2015,3.83,7,5.2,63.8,5.5,0,5,1,2015,10,276,Tuesday
10/14/2015,4.66,7.33,3.9,38.6,7,0,0,1,2015,10,276,Wednesday
10/15/2015,5.16,5.726,7.3,64.724,4,0,9,1,2015,10,276,Thursday
10/16/2015,1.67,3.33,5.2,57.3,2,0,5,1,2015,10,276,Friday
10/17/2015,10.34,2.837,3.4,74.3,8,0,0,1,2015,10,276,Saturday
10/18/2015,7.34,6.54,4.9,55.6,3,1,8,8,2015,10,276,Sunday
10/19/2015,12,3.802,3,62.6,3,0,17,0,2015,10,276,Monday
10/20/2015,3.34,1.99,2.3,44.7,6,0,10,5,2015,10,276,Tuesday
10/21/2015,8.66,2.363,3.2,36.8,9,1,1,4,2015,10,276,Wednesday
10/22/2015,4.33,0.34,0,35.262,9,0,2,2,2015,10,276,Thursday
10/23/2015,7,1.66,10.2,41.4,3,0,6,2,2015,10,276,Friday
10/24/2015,9.84,8.35,9.1,67.4,8,0,4,2,2015,10,276,Saturday
10/25/2015,3,3.33,3.1,64.6,4,0,0,4,2015,10,276,Sunday
10/26/2015,9,5.33,8,53.3,8,1,2,2,2015,10,276,Monday
10/27/2015,4.33,2,8.5,64.4,7,0,8,3,2015,10,276,Tuesday
10/28/2015,1,1.66,1,33,11,1,6,2,2015,10,276,Wednesday
10/29/2015,2.33,3.693,1.3,38.3,8,0,0,1,2015,10,276,Thursday
10/30/2015,5.33,3.67,3.2,49.6,8,0,5,3,2015,10,276,Friday
10/31/2015,5.66,4.65,8,58.4,6,0,7,1,2015,10,276,Saturday
11/1/2015,2.33,7.99,5.6,80.4,11,0,5,0,2015,11,276,Sunday
11/2/2015,4.66,4.33,4,46.3,7,0,7,2,2015,11,276,Monday
11/3/2015,1.34,4.35,4.3,41.8,5,0,3,0,2015,11,276,Tuesday
11/4/2015,8.5,2.34,3,59.8,18,3,3,4,2015,11,276,Wednesday
11/5/2015,4.33,3.561,7.4,45,3,0,0,2,2015,11,276,Thursday
11/6/2015,3.33,6.736,4,31.475,5,2,1,0,2015,11,276,Friday
11/7/2015,4,3.11,4.8,69.9,15,1,6,1,2015,11,276,Saturday
11/8/2015,6.33,3.67,7.2,48.6,7,0,13,1,2015,11,276,Sunday
11/9/2015,3.66,6.198,4.2,40.75,3,1,12,1,2015,11,276,Monday
11/10/2015,6.33,7.482,10,41.2,8,0,9,2,2015,11,276,Tuesday
11/11/2015,9.66,5.34,7.2,60,4,0,12,3,2015,11,276,Wednesday
11/12/2015,6,4.33,6,24,11,0,20,0,2015,11,276,Thursday
11/13/2015,5,2.44,2,22,13,0,0,0,2015,11,276,Friday
11/14/2015,4.99,0.33,3.7,19,5,1,0,1,2015,11,276,Saturday
11/15/2015,1.33,11.99,9.3,42.35,8,2,17,0,2015,11,276,Sunday
11/16/2015,5.67,3.67,6,50.3,9,0,3,2,2015,11,276,Monday
11/17/2015,6.34,4.693,4.7,60,1,0,0,2,2015,11,276,Tuesday
11/18/2015,6.34,5.33,5.5,24.5,11,0,0,2,2015,11,276,Wednesday
11/19/2015,2,2.99,2.1,26.4,22,0,0,0,2015,11,276,Thursday
11/20/2015,5.66,1.66,3.8,25.6,2,2,10,3,2015,11,276,Friday
11/21/2015,4,2.01,5.2,45.5,4,0,17,3,2015,11,276,Saturday
11/22/2015,2,3.439,2.6,41.2,6,2,2,1,2015,11,276,Sunday
11/23/2015,3,1,4.7,69,3,0,1,2,2015,11,276,Monday
11/24/2015,5,6.33,6.4,19.8,12,3,1,5,2015,11,276,Tuesday
11/25/2015,5.66,5.33,3.2,29,11,0,3,3,2015,11,276,Wednesday
11/26/2015,4.33,4,2,25.975,8,0,0,0,2015,11,276,Thursday
11/27/2015,0.67,4.373,2,20.8,7,0,0,0,2015,11,276,Friday
